,ave,std,max,min,mad,median,q05,q95,abs_mean,abs_std,abs_max,abs_min,abs_mad,abs_median,abs_q05,abs_q95
300,4.4305,7.4079607362090645,155.0,-138.0,4.171948646666666,4.0,-4.0,13.0,5.937086666666667,6.265629282034717,155.0,0.0,3.5548030870222216,5.0,1.0,14.0
301,4.565173333333333,7.072821638874294,137.0,-104.0,3.9280034460444444,5.0,-3.0,12.0,5.866786666666667,6.037080186928399,137.0,0.0,3.416730295288889,5.0,1.0,13.0
302,4.5824533333333335,7.303530451651626,179.0,-106.0,3.9977474133333324,5.0,-3.0,12.0,5.9406,6.248968872601821,179.0,0.0,3.466749050666667,5.0,1.0,14.0
303,4.5079666666666665,8.428242013253918,205.0,-230.0,4.146897152444445,4.0,-3.0,12.0,6.0152866666666664,7.42786964565247,230.0,0.0,3.625719395022222,5.0,1.0,14.0
304,4.59236,5.830780646741881,79.0,-82.0,3.7153185840000003,5.0,-3.0,12.0,5.651706666666667,4.811019925827274,82.0,0.0,3.1661253472000004,5.0,1.0,13.0
305,4.49552,9.146996832108721,196.0,-256.0,4.584870681599999,4.0,-4.0,13.0,6.3672,7.9583842413225785,256.0,0.0,4.03349248,5.0,1.0,15.0
306,4.58444,5.499493750877751,88.0,-71.0,3.468149706666667,5.0,-2.0,11.0,5.4874133333333335,4.5988863768882435,88.0,0.0,3.0033012785777777,5.0,1.0,12.0
307,4.4069666666666665,6.684067821616802,172.0,-95.0,3.9564890404444446,4.0,-3.0,12.0,5.715286666666667,5.606561145182911,172.0,0.0,3.3854657651555553,5.0,1.0,13.0
308,4.33988,7.676233956139234,181.0,-178.0,4.299541117333332,4.0,-4.0,13.0,5.98316,6.477716378976718,181.0,0.0,3.646492722133333,5.0,1.0,15.0
309,4.51896,6.225216907110166,160.0,-151.0,3.6892954858666664,4.0,-3.0,12.0,5.60208,5.271712398573865,160.0,0.0,3.172333457066667,5.0,1.0,13.0
310,4.66234,9.075705749268153,164.0,-155.0,4.395554117066667,5.0,-3.0,13.0,6.369606666666667,7.970811406052212,164.0,0.0,3.919849750400001,5.0,1.0,15.0
311,4.4761,7.453869634255988,163.0,-160.0,4.037639685333333,4.0,-3.0,12.0,5.8721266666666665,6.411994684583557,163.0,0.0,3.475413904355556,5.0,1.0,13.0
312,4.5897266666666665,6.757578478350671,154.0,-144.0,3.657455513777778,5.0,-2.0,12.0,5.686766666666666,5.864389779508645,154.0,0.0,3.212052549333334,5.0,1.0,12.0
313,4.62146,7.475769305958514,223.0,-167.0,4.051546592266668,5.0,-3.0,13.0,5.997246666666666,6.424792157897719,223.0,0.0,3.473707412088889,5.0,1.0,14.0
314,4.612646666666667,10.072020669449833,211.0,-228.0,4.588248813777778,5.0,-4.0,13.0,6.4979,8.972138295027774,228.0,0.0,4.1035030866666675,5.0,1.0,15.0
315,4.360086666666667,9.218593754416178,273.0,-258.0,4.358814270044443,4.0,-4.0,13.0,6.084326666666667,8.183744589395427,273.0,0.0,3.815519280622222,5.0,1.0,14.0
316,4.323653333333334,6.641068880719534,93.0,-72.0,4.144620919111111,4.0,-4.0,13.0,5.81208,5.386780070035359,93.0,0.0,3.4650572778666673,5.0,1.0,14.0
317,4.301886666666666,27.859778993303692,834.0,-971.0,6.927625529422223,4.0,-6.0,15.0,8.477513333333333,26.885031641838633,971.0,0.0,7.105314575377779,5.0,1.0,19.0
318,4.429,9.848489847941929,180.0,-207.0,5.368536293333333,4.0,-7.0,16.0,6.937853333333333,8.274949805917302,207.0,0.0,4.586074480177778,5.0,1.0,19.0
319,4.319513333333333,7.95760894071973,164.0,-126.0,4.6339374355555565,4.0,-5.0,14.0,6.20702,6.5920031666890395,164.0,0.0,3.8882776901333327,5.0,1.0,16.0
320,4.46332,6.389888375297046,142.0,-130.0,3.9054988885333333,4.0,-4.0,12.0,5.704413333333333,5.311448320911224,142.0,0.0,3.2995918256,5.0,1.0,13.0
321,4.31232,10.170413911589874,262.0,-221.0,4.840151748266667,4.0,-5.0,14.0,6.443346666666667,8.973101684674843,262.0,0.0,4.260089687644445,5.0,1.0,16.0
322,4.377913333333334,5.6865528889108745,153.0,-129.0,3.655933138044445,4.0,-3.0,12.0,5.431233333333333,4.690910840109018,153.0,0.0,3.0904362382222224,5.0,1.0,13.0
323,4.351233333333333,6.515132497391384,189.0,-139.0,3.8269228035555556,4.0,-3.0,12.0,5.580673333333333,5.498744103993235,189.0,0.0,3.258423374577778,5.0,1.0,13.0
324,4.237213333333333,10.912317979805216,412.0,-392.0,4.614799666844444,4.0,-5.0,13.0,6.223226666666666,9.914835948303336,412.0,0.0,4.056122443733335,5.0,1.0,15.0
325,4.30792,142.97688340381526,3914.0,-3301.0,27.51595259626667,4.0,-34.0,42.0,28.832626666666666,140.10575142957018,3914.0,0.0,39.07029243235556,6.0,1.0,77.04999999998836
326,4.41408,10.38083761065856,173.0,-217.0,6.126992307199998,4.0,-9.0,18.0,7.49496,8.430374946577302,217.0,0.0,5.059618445866667,6.0,1.0,21.0
327,4.426186666666666,6.274233076519676,104.0,-91.0,3.960892260977778,4.0,-4.0,12.0,5.70004,5.1445686999962135,104.0,0.0,3.313988597866667,5.0,1.0,13.0
328,4.231186666666667,4.86941106633199,96.0,-85.0,3.2458185178666668,4.0,-2.0,11.0,5.02812,4.041294942552294,96.0,0.0,2.7539531850666674,4.0,1.0,11.0
329,4.35526,3.832336308016802,76.0,-58.0,2.7342567152000004,4.0,-1.0,10.0,4.794913333333334,3.265558229709876,76.0,0.0,2.418405575911111,4.0,1.0,10.0
330,4.384413333333334,5.304865753861574,99.0,-96.0,3.027464262399999,4.0,-1.0,10.0,5.1019733333333335,4.618928844365688,99.0,0.0,2.7101989447111112,4.0,1.0,10.0
331,4.54236,3.2767133751271187,65.0,-75.0,2.3863266874666667,5.0,0.0,9.0,4.76476,2.943965566253853,75.0,0.0,2.2131001136,5.0,1.0,9.0
332,4.664833333333333,3.119880584774783,48.0,-33.0,2.3778859444444445,5.0,0.0,10.0,4.863326666666667,2.800422470937018,48.0,0.0,2.1969237,5.0,1.0,10.0
333,4.785746666666666,3.715960292875613,82.0,-71.0,2.4601231505777776,5.0,0.0,10.0,5.0683066666666665,3.320238097761825,82.0,0.0,2.283360016533333,5.0,1.0,10.0
334,4.51718,3.3515717309674953,75.0,-62.0,2.4409203714666665,5.0,0.0,9.0,4.778366666666667,2.9673462947863776,75.0,0.0,2.239110268888888,5.0,1.0,9.0
335,4.560526666666667,3.5327241221971626,92.0,-72.0,2.4394675382222224,5.0,0.0,9.0,4.839966666666666,3.138988428439633,92.0,0.0,2.244443929777778,5.0,1.0,9.0
336,4.628593333333333,4.38692360566571,87.0,-93.0,2.6817743221333328,5.0,-1.0,10.0,5.067393333333333,3.8717530149057304,93.0,0.0,2.437431548177778,5.0,1.0,10.0
337,4.38074,3.244839068264741,61.0,-68.0,2.410121902666667,4.0,0.0,9.0,4.63074,2.8768203905881453,68.0,0.0,2.2152556930666667,4.0,1.0,9.0
338,4.547173333333333,3.824713348671185,87.0,-62.0,2.6596706552888887,5.0,-1.0,10.0,4.93516,3.3089860637852704,87.0,0.0,2.3834599514666666,5.0,1.0,10.0
339,4.454293333333333,3.719068401775827,64.0,-50.0,2.612358371555555,4.0,-1.0,10.0,4.829226666666667,3.2172574459610854,64.0,0.0,2.351908016355556,5.0,1.0,10.0
340,4.443566666666666,3.7910233127667006,74.0,-67.0,2.5248221533333326,4.0,0.0,9.0,4.797806666666666,3.3313918778444314,74.0,0.0,2.3056556956444445,4.0,1.0,10.0
341,4.583186666666666,3.5570405763883692,73.0,-50.0,2.491897739555556,5.0,0.0,9.0,4.889093333333333,3.12328108627031,73.0,0.0,2.273049968,5.0,1.0,10.0
342,4.439613333333333,3.0789678980860353,44.0,-41.0,2.3493485952,4.0,0.0,9.0,4.6416,2.765094406763331,44.0,0.0,2.1808747733333336,4.0,1.0,9.0
343,4.577826666666667,3.2896486877089894,64.0,-51.0,2.339635928888889,5.0,0.0,9.0,4.7909733333333335,2.9706643507696144,64.0,0.0,2.185769391288889,5.0,1.0,9.0
344,4.419733333333333,4.659241209941082,156.0,-160.0,2.716539463111111,4.0,-1.0,10.0,4.914906666666667,4.133549689170609,160.0,0.0,2.449757159466666,5.0,1.0,10.0
345,4.50248,3.78750702762779,136.0,-113.0,2.5243136309333334,4.0,0.0,9.0,4.83816,3.3480923741563102,136.0,0.0,2.302551211733333,5.0,1.0,10.0
346,4.418033333333334,3.430995959937979,52.0,-39.0,2.482217279555556,4.0,-1.0,9.0,4.719913333333333,3.002191124301139,52.0,0.0,2.2633890499555562,4.0,1.0,9.0
347,4.457513333333333,3.6212910646363943,118.0,-98.0,2.406667631644445,4.0,0.0,9.0,4.723926666666666,3.2661406326814992,118.0,0.0,2.234282413866666,4.0,1.0,9.0
348,4.50786,4.437522149926188,103.0,-95.0,2.6513678431999996,5.0,-1.0,10.0,4.961886666666667,3.9232711675590197,103.0,0.0,2.4074676405333335,5.0,1.0,10.0
349,4.470806666666666,3.4650215668090647,104.0,-101.0,2.348028541244444,4.0,0.0,9.0,4.707353333333334,3.136127680829937,104.0,0.0,2.1923328034666665,5.0,1.0,9.0
350,4.41048,3.4382337974524515,73.0,-64.0,2.4242084917333333,4.0,0.0,9.0,4.68916,3.047219562931717,73.0,0.0,2.2302989029333338,4.0,1.0,9.0
351,4.21024,3.1951192780522826,41.0,-37.0,2.352233668266667,4.0,-1.0,9.0,4.47128,2.818252669992658,41.0,0.0,2.1678549461333327,4.0,1.0,9.0
352,4.37242,3.5224677990668183,112.0,-95.0,2.4036192906666667,4.0,0.0,9.0,4.6567,3.137031088427453,112.0,0.0,2.2199679093333335,4.0,1.0,9.0
353,4.369973333333333,3.6218936833348994,71.0,-54.0,2.479904527644445,4.0,0.0,9.0,4.696546666666666,3.187037881151074,71.0,0.0,2.2736667256888894,4.0,1.0,9.0
354,4.378433333333334,3.22832015542073,50.0,-35.0,2.3689058991111107,4.0,0.0,9.0,4.623006666666667,2.8671456474078845,50.0,0.0,2.1892707779555556,4.0,1.0,9.0
355,4.59368,4.0105940486870715,189.0,-103.0,2.4628061280000004,5.0,0.0,9.0,4.891026666666667,3.642059844367601,189.0,0.0,2.280634153955555,5.0,1.0,9.0
356,4.330086666666666,3.328962301642299,67.0,-79.0,2.3376587056000004,4.0,0.0,9.0,4.572953333333333,2.986590688837107,79.0,0.0,2.1812406714666666,4.0,1.0,9.0
357,4.4855133333333335,3.7482445400573545,85.0,-78.0,2.4928053537777775,4.0,0.0,9.0,4.81194,3.3187919788583704,85.0,0.0,2.2909688183999997,5.0,1.0,9.0
358,4.3794,3.207431613838459,59.0,-36.0,2.3949596426666666,4.0,0.0,9.0,4.627493333333334,2.8377900680468526,59.0,0.0,2.2035281311999997,4.0,1.0,9.0
359,4.58266,4.186034417396448,112.0,-88.0,2.5693847367999996,5.0,0.0,10.0,4.965486666666667,3.7239192544485955,112.0,0.0,2.343988179466667,5.0,1.0,10.0
360,4.64852,3.142893729480307,67.0,-41.0,2.3140430127999996,5.0,0.0,9.0,4.836093333333333,2.8458230085535643,67.0,0.0,2.1653738755555554,5.0,1.0,9.0
361,4.674946666666667,3.646350088734673,80.0,-50.0,2.4924036104888887,5.0,0.0,10.0,4.9748,3.2252660317571484,80.0,0.0,2.2804975039999995,5.0,1.0,10.0
362,4.49798,3.05229389633221,34.0,-31.0,2.350938006933333,4.0,0.0,9.0,4.696993333333333,2.7361585365336203,34.0,0.0,2.1777681038222223,5.0,1.0,9.0
363,4.575773333333333,3.5970633384822817,60.0,-51.0,2.480644911111111,5.0,0.0,9.0,4.888546666666667,3.1589013932392653,60.0,0.0,2.268313987022222,5.0,1.0,10.0
364,4.699693333333333,3.108403714735252,52.0,-45.0,2.3632333941333337,5.0,0.0,9.0,4.881946666666667,2.8135166932145212,52.0,0.0,2.1988826346666666,5.0,1.0,10.0
365,4.63062,4.008383572363356,116.0,-82.0,2.5713535816,5.0,0.0,10.0,4.98518,3.557771505571136,116.0,0.0,2.3411242650666666,5.0,1.0,10.0
366,4.5383,3.6837241448689535,63.0,-107.0,2.5395821973333335,5.0,0.0,10.0,4.87254,3.2286720867702914,107.0,0.0,2.3129251880000004,5.0,1.0,10.0
367,4.544153333333333,3.8501310765415413,97.0,-57.0,2.617423144,5.0,-1.0,10.0,4.9142866666666665,3.364907434363661,97.0,0.0,2.359704161688889,5.0,1.0,10.0
368,4.58718,5.2181230188308385,218.0,-183.0,2.7354495936000003,5.0,-1.0,10.0,5.095753333333334,4.722742140724787,218.0,0.0,2.499888229244445,5.0,1.0,10.0
369,4.57684,4.108588746079351,76.0,-75.0,2.6419949029333325,5.0,-1.0,10.0,4.98692,3.599801194148215,76.0,0.0,2.3823212026666667,5.0,1.0,10.0
370,4.4111666666666665,4.59949377734575,182.0,-153.0,2.5949241422222222,4.0,-1.0,9.0,4.824326666666667,4.16408226909962,182.0,0.0,2.3728281250666674,4.0,1.0,10.0
371,4.605593333333333,3.4513025740849317,50.0,-40.0,2.4809325345777773,5.0,0.0,10.0,4.8777,3.054669362909747,50.0,0.0,2.273452330666667,5.0,1.0,10.0
372,4.230286666666666,4.269843431349883,91.0,-100.0,2.6620446422222224,4.0,-1.0,9.0,4.712206666666667,3.7312153261916716,100.0,0.0,2.409670289688888,4.0,1.0,10.0
373,4.509046666666666,3.50395015312719,57.0,-61.0,2.5176080675555554,5.0,-1.0,10.0,4.818566666666666,3.0644028046781346,61.0,0.0,2.2877187080000003,5.0,1.0,10.0
374,4.493133333333334,3.7655784034807067,105.0,-78.0,2.517735263111111,4.0,0.0,9.0,4.826786666666667,3.327151575658415,105.0,0.0,2.3005421788444442,5.0,1.0,10.0
375,4.516993333333334,3.730015725624265,84.0,-57.0,2.558982292177778,5.0,0.0,10.0,4.855326666666667,3.277503303859245,84.0,0.0,2.3300180992,5.0,1.0,10.0
376,4.566493333333334,4.084603187154194,95.0,-56.0,2.675828657422222,5.0,-1.0,10.0,4.98984,3.555040697820831,95.0,0.0,2.397955562666666,5.0,1.0,10.0
377,4.531126666666666,3.601810325036519,75.0,-49.0,2.5354173435555554,5.0,0.0,10.0,4.8570866666666666,3.1484655307080742,75.0,0.0,2.3006691009777773,5.0,1.0,10.0
378,4.43762,3.522984266932553,79.0,-77.0,2.4852868463999997,4.0,0.0,9.0,4.74622,3.094715855568679,79.0,0.0,2.268527473066667,5.0,1.0,9.0
379,4.730106666666667,3.3112722658794382,41.0,-27.0,2.467285916088889,5.0,0.0,10.0,4.964426666666666,2.9483700283141276,41.0,0.0,2.264168289422222,5.0,1.0,10.0
380,4.71654,4.699309628566722,107.0,-117.0,2.8132061074666663,5.0,-1.0,10.0,5.221286666666667,4.131270102576199,117.0,0.0,2.5531161248000003,5.0,1.0,10.0
381,4.862453333333334,4.083154670370607,78.0,-70.0,2.6656947896888887,5.0,0.0,10.0,5.2494,3.5720271605705314,78.0,0.0,2.453180453333334,5.0,1.0,10.0
382,4.6750066666666665,5.302164346088671,106.0,-102.0,2.9731250193777776,5.0,-1.0,10.0,5.33154,4.641472989997548,106.0,0.0,2.7041449559999995,5.0,1.0,11.0
383,4.5049,4.522449816233337,100.0,-83.0,2.8139054253333327,5.0,-1.0,10.0,5.0346866666666665,3.924101531005672,100.0,0.0,2.506244755288889,5.0,1.0,10.0
384,4.5669,4.500353254045295,134.0,-148.0,2.6744703519999997,5.0,-1.0,10.0,5.00046,4.013119379723754,148.0,0.0,2.4176884373333336,5.0,1.0,10.0
385,4.654293333333333,4.206335482223232,93.0,-65.0,2.732318970311111,5.0,-1.0,10.0,5.099506666666667,3.6538619880894623,93.0,0.0,2.466171794133334,5.0,1.0,10.0
386,4.522186666666666,4.155943081609139,100.0,-66.0,2.7705276394666662,5.0,-1.0,10.0,4.985666666666667,3.586799918652642,100.0,0.0,2.459749528888889,5.0,1.0,10.0
387,4.519033333333334,4.307791558638407,136.0,-91.0,2.740789079111111,5.0,-1.0,10.0,4.993473333333333,3.7475224298352066,136.0,0.0,2.452621127288889,5.0,1.0,10.0
388,4.5035533333333335,4.442590717652346,108.0,-93.0,2.728554280888889,4.0,-1.0,10.0,4.974073333333333,3.90860200784798,108.0,0.0,2.4538877197333333,5.0,1.0,10.0
389,4.575026666666667,4.148532961758143,120.0,-110.0,2.6298058259555552,5.0,-1.0,10.0,4.964426666666666,3.6736409517272963,120.0,0.0,2.3797075704888884,5.0,1.0,10.0
390,4.522586666666666,4.141690983143264,106.0,-79.0,2.7218861632,5.0,-1.0,10.0,4.96856,3.5945483255783013,106.0,0.0,2.4311278656,5.0,1.0,10.0
391,4.455813333333333,4.0172239742238185,71.0,-77.0,2.706135867022222,4.0,-1.0,10.0,4.890133333333333,3.475475484268951,77.0,0.0,2.423131072,5.0,1.0,10.0
392,4.48934,4.044280991613334,94.0,-85.0,2.5909252045333333,4.0,-1.0,10.0,4.873313333333333,3.572278763337576,94.0,0.0,2.351588945688889,5.0,1.0,10.0
393,4.6154866666666665,4.425681876753313,141.0,-89.0,2.8101483674666667,5.0,-1.0,10.0,5.113406666666667,3.8395855519491895,141.0,0.0,2.517499452711111,5.0,1.0,10.0
394,4.544733333333333,4.959613181889791,138.0,-108.0,2.7945746675555547,5.0,-1.0,10.0,5.087106666666667,4.4015536938436135,138.0,0.0,2.5290620748444446,5.0,1.0,10.0
395,4.6892,4.544974631974973,103.0,-93.0,2.8700319253333335,5.0,-1.0,10.0,5.21368,3.9322890632448653,103.0,0.0,2.5758966112,5.0,1.0,11.0
396,4.7882533333333335,4.055530339096368,106.0,-68.0,2.7135666261333333,5.0,-1.0,10.0,5.187733333333333,3.5301689208175695,106.0,0.0,2.4622302293333336,5.0,1.0,10.0
397,4.8209,3.7623358291278666,52.0,-43.0,2.647607092,5.0,0.0,10.0,5.162553333333333,3.2778450302410325,52.0,0.0,2.415427852888889,5.0,1.0,10.0
398,4.774473333333333,4.169234175006996,104.0,-99.0,2.737415293066667,5.0,-1.0,10.0,5.1971533333333335,3.628729577645305,104.0,0.0,2.482054871644444,5.0,1.0,10.0
399,4.964673333333334,3.8225422743010284,73.0,-74.0,2.653284743022222,5.0,0.0,10.0,5.29358,3.3522826604559426,74.0,0.0,2.4482678402666664,5.0,1.0,10.0
400,4.917986666666667,4.292295031619621,138.0,-111.0,2.708455637866667,5.0,0.0,10.0,5.305693333333333,3.802628212061278,138.0,0.0,2.5091382053333335,5.0,1.0,10.0
401,4.775393333333334,4.717117783840411,193.0,-137.0,2.7421097727111117,5.0,-1.0,10.0,5.22142,4.218094964843041,193.0,0.0,2.5127384317333337,5.0,1.0,10.0
402,4.704213333333334,5.777193039953316,151.0,-141.0,3.1156118954666665,5.0,-1.0,11.0,5.4470133333333335,5.0828710374822075,151.0,0.0,2.820547719466667,5.0,1.0,11.0
403,4.7209,4.802375482550468,105.0,-110.0,2.9540755799999996,5.0,-1.0,10.0,5.295833333333333,4.159785811514283,110.0,0.0,2.650012388888889,5.0,1.0,11.0
404,4.76188,4.228727714083027,90.0,-73.0,2.763916650666667,5.0,-1.0,10.0,5.215133333333333,3.655132471221543,90.0,0.0,2.5056475626666668,5.0,1.0,10.0
405,4.9242,4.525178914506555,132.0,-125.0,2.7274397253333333,5.0,0.0,10.0,5.339693333333333,4.026491838254783,132.0,0.0,2.522481550577778,5.0,1.0,10.0
406,4.938373333333334,4.5150996365662195,138.0,-88.0,2.77444056,5.0,0.0,10.0,5.369653333333333,3.992549229437823,138.0,0.0,2.5654741859555554,5.0,1.0,11.0
407,4.896446666666667,3.858011050893627,88.0,-83.0,2.6702876853333333,5.0,0.0,10.0,5.238593333333333,3.3788394454795982,88.0,0.0,2.452838302044445,5.0,1.0,10.0
408,4.78966,4.836837780795574,98.0,-102.0,3.0166949144,5.0,-1.0,11.0,5.388166666666667,4.159743020344188,102.0,0.0,2.705264895555556,5.0,1.0,11.0
409,4.853513333333333,6.7281981327957565,180.0,-168.0,3.3631086353777775,5.0,-1.0,11.0,5.77366,5.957350653149326,180.0,0.0,3.055059685866666,5.0,1.0,12.0
410,4.843093333333333,6.198168257360707,138.0,-166.0,3.277186096355556,5.0,-1.0,11.0,5.637346666666667,5.485718717471869,166.0,0.0,2.951068477511111,5.0,1.0,11.0
411,4.6639333333333335,4.087748841782338,99.0,-95.0,2.753220701333334,5.0,-1.0,10.0,5.08124,3.555690886731374,99.0,0.0,2.4678579056000003,5.0,1.0,10.0
412,4.643713333333333,5.353833913007825,114.0,-107.0,3.2723044854222216,5.0,-2.0,11.0,5.432793333333334,4.5510784083980305,114.0,0.0,2.882059142844444,5.0,1.0,12.0
413,4.656393333333333,4.772842583352649,174.0,-156.0,2.8459256829333333,5.0,-1.0,10.0,5.1529,4.231975226860637,174.0,0.0,2.554610989333333,5.0,1.0,10.0
414,4.760673333333333,4.020085880578358,63.0,-46.0,2.8009814931555552,5.0,-1.0,10.0,5.19246,3.4443332549678094,63.0,0.0,2.513229444533333,5.0,1.0,11.0
415,4.701246666666667,4.686782075013055,94.0,-102.0,3.0071477052444444,5.0,-1.0,11.0,5.290606666666666,4.009624456131864,102.0,0.0,2.674216753688889,5.0,1.0,11.0
416,4.7105,4.207077498692793,58.0,-44.0,2.8596259933333332,5.0,-1.0,10.0,5.204633333333334,3.5777186212295176,58.0,0.0,2.554661412888889,5.0,1.0,11.0
417,4.59658,4.316932152538582,96.0,-80.0,2.8158993952000007,5.0,-1.0,10.0,5.09378,3.7172333928735197,96.0,0.0,2.5121787184,5.0,1.0,10.0
418,4.675986666666667,5.134624081233723,131.0,-101.0,3.054945401955555,5.0,-1.0,11.0,5.332306666666667,4.449233370346639,131.0,0.0,2.7310744424888886,5.0,1.0,11.0
419,4.673606666666666,4.211298171843314,103.0,-82.0,2.8553868416,5.0,-1.0,10.0,5.1316733333333335,3.639166171459022,103.0,0.0,2.543664932,5.0,1.0,11.0
420,4.618533333333334,4.39765529701563,83.0,-106.0,2.8471088853333333,5.0,-1.0,10.0,5.11364,3.8106267318610376,106.0,0.0,2.541928008533333,5.0,1.0,10.0
421,5.04292,3.6579967759967693,47.0,-42.0,2.6476796149333337,5.0,0.0,10.0,5.3369333333333335,3.213892467023047,47.0,0.0,2.4537099520000005,5.0,1.0,11.0
422,4.86756,5.537378206045045,115.0,-127.0,3.2511211871999994,5.0,-1.0,11.0,5.626613333333333,4.764122903844509,127.0,0.0,2.902954899199999,5.0,1.0,12.0
423,4.8174133333333335,4.119367496401929,97.0,-68.0,2.723606302222222,5.0,-1.0,10.0,5.2161333333333335,3.6011923265491816,97.0,0.0,2.4862750293333336,5.0,1.0,10.0
424,4.7312,5.0966799390363935,105.0,-89.0,3.0744545493333333,5.0,-1.0,11.0,5.372106666666666,4.4159740300564625,105.0,0.0,2.7636202311111115,5.0,1.0,11.0
425,4.910653333333333,3.8434406009971385,60.0,-39.0,2.744268731377778,5.0,-1.0,10.0,5.2746933333333335,3.32627980385562,60.0,0.0,2.498063307377777,5.0,1.0,11.0
426,4.885933333333333,5.0407696030741995,142.0,-142.0,3.0351566817777775,5.0,-1.0,11.0,5.499373333333334,4.363319057511556,142.0,0.0,2.7407156517333338,5.0,1.0,11.0
427,4.631466666666666,4.026919164333358,62.0,-54.0,2.7988811377777774,5.0,-1.0,10.0,5.0778,3.4470972875543753,62.0,0.0,2.486338394666667,5.0,1.0,10.0
428,4.648993333333333,5.070546228584839,96.0,-92.0,3.110578799288889,5.0,-1.0,11.0,5.33778,4.339543395625,96.0,0.0,2.7685741746666666,5.0,1.0,11.0
429,4.610386666666667,5.033720662304733,113.0,-103.0,3.0296298597333333,5.0,-1.0,10.0,5.23456,4.381021520383545,113.0,0.0,2.705536563200001,5.0,1.0,11.0
430,4.94468,4.631275132796838,79.0,-59.0,2.962551750933334,5.0,-1.0,11.0,5.484466666666667,3.977330450181247,79.0,0.0,2.691548696,5.0,1.0,11.0
431,4.753106666666667,5.5727010849262415,121.0,-118.0,3.230913926755555,5.0,-1.0,11.0,5.52652,4.806718636786121,121.0,0.0,2.8840014069333333,5.0,1.0,11.0
432,4.8407,4.430750243504833,106.0,-89.0,2.901120610666667,5.0,-1.0,11.0,5.328446666666666,3.830345580249557,106.0,0.0,2.617588147822222,5.0,1.0,11.0
433,4.6816,3.9986291026089607,88.0,-80.0,2.7995260159999993,5.0,-1.0,10.0,5.102986666666666,3.4446934337578683,88.0,0.0,2.497243168711111,5.0,1.0,10.0
434,4.457646666666666,4.947970231440191,136.0,-111.0,2.951699571466667,4.0,-1.0,10.0,5.061566666666667,4.3282245516001145,136.0,0.0,2.6115592102222225,5.0,1.0,10.0
435,4.634053333333333,4.899798950707461,102.0,-93.0,2.9481129194666664,5.0,-1.0,10.0,5.2239466666666665,4.265304503702592,102.0,0.0,2.6456136355555557,5.0,1.0,11.0
436,4.570913333333333,5.886547571265431,205.0,-170.0,3.2263031271999996,5.0,-2.0,11.0,5.380686666666667,5.156825407245311,205.0,0.0,2.8748068442666663,5.0,1.0,11.0
437,4.576086666666667,4.1056274218442015,66.0,-57.0,2.828795367644444,5.0,-1.0,10.0,5.047246666666667,3.5102730044731083,66.0,0.0,2.5006035312888883,5.0,1.0,10.0
438,4.752886666666667,5.276598078661804,124.0,-115.0,3.2080791944000002,5.0,-2.0,11.0,5.47022,4.528693322805311,124.0,0.0,2.8376127245333334,5.0,1.0,11.0
439,4.71378,3.967594114441863,67.0,-55.0,2.760319271466667,5.0,-1.0,10.0,5.119913333333334,3.4275334832880553,67.0,0.0,2.4764743736,5.0,1.0,10.0
440,4.755653333333333,6.575525045450975,162.0,-166.0,3.3892534464000006,5.0,-2.0,11.0,5.654973333333333,5.820221854234175,166.0,0.0,3.0322886231111115,5.0,1.0,12.0
441,4.69662,4.454354369687299,102.0,-84.0,2.9941770186666665,5.0,-1.0,11.0,5.2403,3.799833176366359,102.0,0.0,2.6474174839999995,5.0,1.0,11.0
442,4.74378,5.810478728643654,101.0,-107.0,3.4045732669333337,5.0,-2.0,11.0,5.640193333333333,4.945024656266258,107.0,0.0,3.0053596636444446,5.0,1.0,12.0
443,4.61062,5.3456256621987785,116.0,-122.0,3.2081579221333336,5.0,-2.0,11.0,5.36706,4.585645771758611,122.0,0.0,2.843739681066667,5.0,1.0,11.0
444,4.534066666666667,4.7624381711826755,106.0,-87.0,3.084439262222222,5.0,-2.0,11.0,5.183573333333333,4.045874848778382,106.0,0.0,2.702952088177778,5.0,1.0,11.0
445,4.70772,5.282376841123127,145.0,-118.0,3.1253197855999995,5.0,-1.0,11.0,5.3795866666666665,4.596317526388661,145.0,0.0,2.7860882544,5.0,1.0,11.0
446,4.700846666666667,5.487468879054065,118.0,-108.0,3.252914725333333,5.0,-2.0,11.0,5.4782866666666665,4.711538657572389,118.0,0.0,2.8904304672,5.0,1.0,12.0
447,4.851566666666667,5.659478280741517,138.0,-104.0,3.2534136115555556,5.0,-1.0,11.0,5.606033333333333,4.913220043626875,138.0,0.0,2.915084951555556,5.0,1.0,12.0
448,4.891306666666667,5.069049588208202,112.0,-101.0,3.175381805511112,5.0,-1.0,11.0,5.570226666666667,4.311922096517592,112.0,0.0,2.8277013390222225,5.0,1.0,12.0
449,4.665593333333334,5.258195175666164,93.0,-79.0,3.3023584865777775,5.0,-2.0,11.0,5.4434466666666665,4.44805728626701,93.0,0.0,2.900779868088889,5.0,1.0,12.0
450,4.49106,5.263609482123321,109.0,-112.0,3.0728174712,4.0,-1.0,10.0,5.184886666666666,4.581714766462832,112.0,0.0,2.7239061497777777,5.0,1.0,11.0
451,4.673006666666667,5.364628028874088,122.0,-125.0,3.274697509688889,5.0,-2.0,11.0,5.438673333333333,4.586611598263861,125.0,0.0,2.8778237784000003,5.0,1.0,12.0
